gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
ENSG00000296790,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2648
ENSG00000296809,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2649
ENSG00000296816,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2650
ENSG00000296818,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2651
ENSG00000296837,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2652
ENSG00000296851,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2653
ENSG00000296856,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2654
ENSG00000296867,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2655
ENSG00000296920,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2656
ENSG00000296937,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2657
ENSG00000296947,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2658
ENSG00000296961,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2659
ENSG00000296965,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2660
ENSG00000296974,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2661
ENSG00000297031,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2662
ENSG00000297040,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2663
ENSG00000297046,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2664
ENSG00000297048,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2665
ENSG00000297062,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2666
ENSG00000297079,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2667
ENSG00000297112,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2668
ENSG00000297123,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2669
ENSG00000297146,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2670
ENSG00000297155,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2671
ENSG00000297182,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2672
ENSG00000297215,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2673
ENSG00000297221,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2674
ENSG00000297250,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2675
ENSG00000297273,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2676
ENSG00000297278,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2677
ENSG00000297289,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2678
ENSG00000297301,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2679
ENSG00000297305,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2680
ENSG00000297311,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2681
ENSG00000297329,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2682
ENSG00000297356,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2683
ENSG00000297373,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2684
ENSG00000297388,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2685
ENSG00000297397,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2686
ENSG00000297412,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2687
ENSG00000297426,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2688
ENSG00000297463,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2689
ENSG00000297483,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2690
ENSG00000297508,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2691
ENSG00000297515,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2692
ENSG00000297521,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2693
ENSG00000297555,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2694
ENSG00000297575,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2695
ENSG00000297577,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2696
ENSG00000297593,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2697
ENSG00000297634,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2698
ENSG00000297636,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2699
ENSG00000297638,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2700
ENSG00000297640,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2701
ENSG00000297645,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2702
ENSG00000297653,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2703
ENSG00000297655,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2704
ENSG00000297679,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2705
ENSG00000297690,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2706
ENSG00000297702,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2707
ENSG00000297711,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2708
ENSG00000297742,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2709
ENSG00000297746,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2710
ENSG00000297778,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2711
ENSG00000297786,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2712
ENSG00000297796,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2713
ENSG00000297816,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2714
ENSG00000297818,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2715
ENSG00000297834,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2716
ENSG00000297836,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2717
ENSG00000297851,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2718
ENSG00000297859,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2719
ENSG00000297869,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2720
ENSG00000297870,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2721
ENSG00000297874,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2722
ENSG00000297879,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2723
ENSG00000297880,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2724
ENSG00000297883,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2725
ENSG00000297898,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2726
ENSG00000297914,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2727
ENSG00000297922,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2728
ENSG00000297930,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2729
ENSG00000297941,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2730
ENSG00000297960,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2731
ENSG00000297977,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2732
ENSG00000298005,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2733
ENSG00000298016,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2734
ENSG00000298021,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2735
ENSG00000298028,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2736
ENSG00000298083,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2737
ENSG00000298113,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2738
ENSG00000298121,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2739
ENSG00000298150,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2740
ENSG00000298161,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2741
ENSG00000298183,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2742
ENSG00000298193,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2743
ENSG00000298208,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2744
ENSG00000298250,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2745
ENSG00000298258,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2746
ENSG00000298267,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2747
ENSG00000298278,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2748
ENSG00000298286,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2749
