gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
TRMO,HGNC:30967,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5500
TRMT61B,HGNC:26070,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5501
TRPC1,HGNC:12333,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5502
TRPM2,HGNC:12339,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5503
TSPAN4,HGNC:11859,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5504
TST,HGNC:12388,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,9,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5505
TTBK2-AS1,HGNC:55598,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5506
TTC27,HGNC:25986,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5507
TTC3,HGNC:12393,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5508
TTC34,HGNC:34297,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5509
TTC41P,HGNC:49210,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5510
TTC6,HGNC:19739,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5511
TTC7B,HGNC:19858,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5512
TTF2,HGNC:12398,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5513
TTLL1,HGNC:1312,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5514
TTLL1-AS1,HGNC:40111,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5515
TTLL9,HGNC:16118,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5516
TUBGCP5,HGNC:18600,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5517
TXNRD3,HGNC:20667,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5518
TYW1B,HGNC:33908,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5519
U2AF2,HGNC:23156,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5520
U6,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5521
UBAC1,HGNC:30221,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5522
UBALD1,HGNC:29576,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5523
UBASH3A,HGNC:12462,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5524
UBBP4,HGNC:12467,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5525
UBE2CP1,HGNC:19670,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5526
UBE2K,HGNC:4914,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5527
UBE2O,HGNC:29554,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5528
UBE2Q2P1,HGNC:37439,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5529
UBE2SP1,HGNC:30864,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5530
UBE2U,HGNC:28559,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5531
UBE2V1P10,HGNC:44895,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5532
UBE2V1P11,HGNC:44896,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5533
UBQLN1,HGNC:12508,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5534
UBR3,HGNC:30467,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5535
UCA1-AS1,HGNC:52553,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5536
UGCG,HGNC:12524,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5537
UGT2B7,HGNC:12554,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5538
ULBP1,HGNC:14893,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5539
ULBP2,HGNC:14894,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5540
ULK2,HGNC:13480,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5541
ULK4,HGNC:15784,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5542
UMODL1,HGNC:12560,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,15,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5543
UMODL1-AS1,HGNC:23821,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5544
UNC13C,HGNC:23149,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,14,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5545
UNC5C,HGNC:12569,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5546
UNC79,HGNC:19966,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5547
UNC93B5,HGNC:34051,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5548
UPP2,HGNC:23061,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5549
UQCRHP4,HGNC:38047,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5550
URI1,HGNC:13236,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5551
USP10,HGNC:12608,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5552
USP10P3,HGNC:56965,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5553
USP12,HGNC:20485,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5554
USP14,HGNC:12612,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5555
USP16,HGNC:12614,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5556
USP25,HGNC:12624,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5557
USP38-DT,HGNC:55554,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5558
USP43,HGNC:20072,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5559
USP6NL,HGNC:16858,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5560
USP7-AS1,HGNC:55379,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5561
UST,HGNC:17223,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5562
UTP23,HGNC:28224,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5563
UTRN,HGNC:12635,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5564
VAV1,HGNC:12657,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5565
VAV2,HGNC:12658,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5566
VAV3,HGNC:12659,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5567
VCAM1,HGNC:12663,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5568
VDAC2P2,HGNC:32693,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5569
VGLL4,HGNC:28966,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5570
VHRT,HGNC:50688,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5571
VIL1,HGNC:12690,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5572
VIPR1,HGNC:12694,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5573
VIPR1-AS1,HGNC:40610,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5574
VKORC1L1,HGNC:21492,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5575
VLDLR-AS1,HGNC:49621,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5576
VN1R46P,HGNC:37366,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5577
VN1R78P,HGNC:37399,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5578
VN2R3P,HGNC:33209,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5579
VPS26C,HGNC:3044,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5580
VPS51P17,HGNC:56449,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5581
VPS51P6,HGNC:56438,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5582
VPS8,HGNC:29122,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5583
VSTM2B-DT,HGNC:27615,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5584
VTI1A,HGNC:17792,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5585
VWA5B1,HGNC:26538,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5586
VWC2,HGNC:30200,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5587
WAPL,HGNC:23293,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5588
WASF3,HGNC:12734,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5589
WASH2P,HGNC:33145,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5590
WDFY1,HGNC:20451,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5591
WDR19-DT,HGNC:58761,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5592
WDR25,HGNC:21064,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5593
WDR7,HGNC:13490,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,9,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5594
WDR76,HGNC:25773,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5595
WFDC12,HGNC:16115,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5596
WFDC9,HGNC:20380,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5597
WHAMMP4,HGNC:55700,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5598
