final_rank,gene,combined_score,gene_score,ppi_final,in_network,disease_score,tissue_score,topology_score,score_mode,score_weight_sum,note,gene_in_d,gene_d_evidence_score,gene_in_t,gene_t_weight,mapped_tissues_json,d_gene_count,t_gene_count,gene_rank,ppi_rank,best_pathogenic_rank,variant_row_count,max_cadd_phred,mapped_tissues,mapped_tissue_counts_json,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_match_status,mapping_basis
,CDA,,,0.7091157388491813,True,0.56,0.8,0.724462955396725,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1022.0,144,,5.0,1.461,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,NBR1,,,0.7090489410915974,True,0.6799999999999999,0.6666666666666666,0.8201957643663896,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4498.0,145,,5.0,10.27,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PRKCA,,,0.7077660547566038,True,0.56,0.6666666666666666,0.9590642190264153,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4830.0,146,,18.0,2.826,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TCF7,,,0.7053380005476524,True,0.44,0.8,0.8533520021906094,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,5381.0,155,,1.0,4.05,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TIMM44,,,0.7053120088612408,True,0.6799999999999999,0.8333333333333333,0.5052480354449634,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5408.0,156,,5.0,1.261,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,MED15,,,0.7032695912197225,True,0.44,0.8333333333333333,0.7850783648788902,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,4335.0,158,,5.0,0.404,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,RBFOX3,,,0.702408169882184,True,0.6799999999999999,0.6666666666666666,0.7936326795287362,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4916.0,160,,25.0,4.163,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,NRG1,,,0.7024015336203158,True,0.8,0.6666666666666666,0.6496061344812629,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4554.0,161,,14.0,11.71,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,SCFD1,,,0.7006940210658358,True,0.44,0.8333333333333333,0.7747760842633431,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5112.0,165,,5.0,0.538,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TLN2,,,0.7000249215521878,True,0.6799999999999999,0.6666666666666666,0.7840996862087511,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5413.0,168,,5.0,0.032,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,RUNX3,,,0.6979477527624313,True,0.44,0.8,0.823791011049725,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,5091.0,172,,2.0,0.149,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,COMMD7,,,0.6952338527052979,True,0.44,0.8333333333333333,0.7529354108211914,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,1139.0,177,,5.0,3.024,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,XRN2,,,0.6939370915586566,True,0.32,0.8333333333333333,0.8917483662346263,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5608.0,178,,5.0,0.083,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,RPTOR,,,0.6934298634101186,True,0.56,0.6666666666666666,0.9017194536404747,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5086.0,179,,4.0,6.567,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CCNB2,,,0.6914716005013769,True,0.56,0.6666666666666666,0.8938864020055076,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,1008.0,182,,5.0,3.508,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,DAAM1,,,0.6914087487317667,True,0.56,0.8333333333333333,0.5936349949270666,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,1196.0,183,,5.0,0.829,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CCNE1,,,0.6905275851449092,True,0.32,0.8,0.9381103405796366,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1009.0,184,,5.0,0.709,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,GRM5,,,0.6893883062827746,True,0.44,0.8,0.7895532251310982,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3643.0,188,,8.0,6.757,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TRAF2,,,0.6885363717374529,True,0.32,0.8333333333333333,0.8701454869498118,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5475.0,190,,8.0,3.078,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CD80,,,0.6864904026893144,True,0.32,0.8,0.9219616107572575,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1021.0,192,,1.0,1.771,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,FERMT2,,,0.684541878499396,True,0.44,0.8333333333333333,0.7101675139975837,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,3522.0,194,,5.0,0.409,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,FGF7,,,0.6840482333187354,True,0.56,0.6666666666666666,0.864192933274942,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,3526.0,196,,4.0,0.766,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,AP2B1,,,0.6837661296762823,True,0.32,0.8333333333333333,0.8510645187051292,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,823.0,198,,5.0,1.107,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TTF2,,,0.6823967301029882,True,0.6799999999999999,0.6666666666666666,0.7135869204119527,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5513.0,203,,5.0,2.35,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,XIRP2,,,0.6802345601062658,True,0.44,0.8,0.7529382404250632,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,5604.0,204,,5.0,2.51,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,OXT,,,0.6800276421967696,True,0.44,0.8,0.752110568787078,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4632.0,205,,1.0,1.495,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CLIP1,,,0.6756079260418126,True,0.6799999999999999,0.6666666666666666,0.6864317041672503,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,1108.0,216,,5.0,2.03,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,MGAT5B,,,0.6745711362664558,True,0.56,0.8,0.5862845450658232,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4345.0,217,,5.0,0.504,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PCDH7,,,0.672135760603961,True,0.56,0.8,0.5765430424158439,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4661.0,219,,15.0,3.421,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CALB1,,,0.6712601697083123,True,0.56,0.6666666666666666,0.8130406788332489,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,962.0,221,,5.0,3.934,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,OSBP,,,0.6705637241408904,True,0.44,0.8333333333333333,0.6542548965635617,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,4614.0,223,,5.0,0.053,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,RANGAP1,,,0.6674966876811722,True,0.32,0.8333333333333333,0.7859867507246888,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,4905.0,231,,5.0,1.479,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,EP400,,,0.6659947483015791,True,0.32,0.8333333333333333,0.7799789932063164,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,3440.0,237,,3.0,0.305,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,BMAL1,,,0.6652544979020718,True,0.56,0.6666666666666666,0.7890179916082873,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,904.0,240,,5.0,1.648,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CYP1A1,,,0.6649365889329552,True,0.32,0.8,0.8357463557318202,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1183.0,241,,5.0,6.172,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,MPP7,,,0.6644832409780315,True,0.56,0.8333333333333333,0.4859329639121257,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,4424.0,242,,10.0,0.814,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,SYMPK,,,0.6640712724985287,True,0.32,0.8333333333333333,0.7722850899941149,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5345.0,243,,5.0,0.32,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,VCAM1,,,0.6623082445962245,True,0.44,0.6666666666666666,0.9212329783848981,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5568.0,247,,5.0,0.031,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,GADL1,,,0.6621096925876545,True,0.56,0.8,0.5364387703506178,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3575.0,248,,8.0,1.743,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PICK1,,,0.6619669747768548,True,0.56,0.6666666666666666,0.7758678991074195,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4750.0,249,,5.0,6.48,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,RPS6KB1,,,0.661602389955005,True,0.44,0.6666666666666666,0.9184095598200201,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5084.0,250,,5.0,0.883,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CPNE8,,,0.6605084065485834,True,0.56,0.8333333333333333,0.47003362619433353,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,1149.0,254,,12.0,4.851,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CCP110,,,0.6602503807824973,True,0.56,0.6666666666666666,0.7690015231299894,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,1014.0,255,,5.0,0.18,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CNTLN,,,0.6600285480696666,True,0.44,0.8,0.672114192278666,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1128.0,256,,2.0,0.176,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,QKI,,,0.6599160383720685,True,0.56,0.6666666666666666,0.767664153488274,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4883.0,258,,5.0,1.737,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,KCND2,,,0.6590567867320795,True,0.32,0.8,0.8122271469283175,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3812.0,260,,1.0,1.431,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,HAO1,,,0.6581802237558295,True,0.44,0.8,0.6647208950233179,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3672.0,262,,2.0,1.754,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ASH2L,,,0.6579683030112835,True,0.44,0.6666666666666666,0.9038732120451338,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,862.0,264,,5.0,1.777,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,NUP50,,,0.6574997674954574,True,0.32,0.8333333333333333,0.7459990699818295,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,4563.0,266,,5.0,0.779,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,DCUN1D5,,,0.656986323723751,True,0.44,0.8333333333333333,0.5999452948950041,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,1205.0,268,,5.0,0.325,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,SH3GL3,,,0.656558062801533,True,0.44,0.8333333333333333,0.5982322512061318,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5155.0,270,,8.0,6.131,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,DOCK1,,,0.6561984785001005,True,0.32,0.8333333333333333,0.7407939140004023,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,1261.0,271,,25.0,5.411,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,LOXL2,,,0.6561799803733905,True,0.32,0.8,0.800719921493562,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4264.0,272,,1.0,5.418,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TXNRD3,,,0.6555361830548232,True,0.44,0.8,0.6541447322192924,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,5518.0,274,,2.0,6.133,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CDH13,,,0.6550608190844542,True,0.44,0.8,0.6522432763378165,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1036.0,276,,11.0,1.558,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,BCL2L11,,,0.6539038541349648,True,0.44,0.6666666666666666,0.8876154165398592,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,897.0,278,,4.0,0.136,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,KATNAL2,,,0.6522653039381399,True,0.32,0.8,0.7850612157525589,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3809.0,280,,5.0,0.422,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,GRM3,,,0.6522369478104636,True,0.56,0.6666666666666666,0.7369477912418546,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,3642.0,281,,4.0,0.639,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,GRK5,,,0.6511447359287583,True,0.32,0.8,0.7805789437150332,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,3640.0,283,,10.0,1.542,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,WTAP,,,0.6510672129766124,True,0.32,0.8333333333333333,0.72026885190645,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5601.0,284,,1.0,0.348,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,NUSAP1,,,0.6507955442912587,True,0.44,0.8,0.6351821771650346,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4565.0,285,,5.0,7.132,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,THOC5,,,0.650652164401526,True,0.32,0.8333333333333333,0.7186086576061037,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5402.0,286,,5.0,0.135,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,VAV1,,,0.6501293226475697,True,0.44,0.6666666666666666,0.8725172905902792,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,5565.0,288,,5.0,2.242,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,MYOM2,,,0.648996748929167,True,0.32,0.8,0.7719869957166681,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4476.0,290,,5.0,0.704,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ALDH1A1,,,0.6488406617148229,True,0.44,0.6666666666666666,0.8673626468592915,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,791.0,291,,4.0,0.408,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,TAF1B,,,0.6481001750582085,True,0.44,0.8333333333333333,0.5644007002328337,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5358.0,292,,2.0,0.281,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PRDM1,,,0.6470207805796763,True,0.32,0.8,0.7640831223187048,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4821.0,295,,1.0,2.494,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,UBASH3A,,,0.6465451641959521,True,0.44,0.8,0.6181806567838082,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,5524.0,297,,3.0,1.263,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,SNAP91,,,0.6463549745994555,True,0.32,0.8333333333333333,0.7014198983978222,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,5242.0,298,,5.0,1.338,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,MUC2,,,0.646249808263395,True,0.32,0.8,0.7609992330535795,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4454.0,299,,1.0,7.193,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,NT5M,,,0.6462435119353335,True,0.56,0.8,0.47297404774133367,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4561.0,300,,3.0,0.891,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PTN,,,0.6459596837483892,True,0.6799999999999999,0.6666666666666666,0.5678387349935566,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,4865.0,302,,10.0,13.24,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,CACTIN,,,0.6454913345395475,True,0.32,0.8333333333333333,0.6979653381581902,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,955.0,303,,4.0,3.578,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,COL8A1,,,0.6446856249678657,True,0.44,0.8,0.6107424998714628,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,1138.0,306,,5.0,0.071,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,EXOSC7,,,0.6446248714384595,True,0.32,0.8333333333333333,0.6944994857538382,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370,3460.0,307,,2.0,2.916,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,GNG7,,,0.6439032315835983,True,0.32,0.6666666666666666,0.9916129263343931,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,3610.0,308,,5.0,5.153,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,DECR2,,,0.6427370843549602,True,0.6799999999999999,0.6666666666666666,0.554948337419841,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370,1214.0,312,,5.0,0.23,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,PIPOX,,,0.642595789625975,True,0.44,0.8,0.6023831585038996,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,4758.0,314,,1.0,6.282,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
